Store URL,Name,Phone,Street_Address,Locality,Business_years
https://www.yellowpages.com//new-york-ny/mip/bills-discount-furniture-465641689,Bill's Discount Furniture,(212) 289-2491,2156 3rd Ave,"New York, NY 10035",11YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/glamour-furniture-515954398,Glamour Furniture,(212) 233-2924,43 E Broadway,"New York, NY 10002",51YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/anise-inc-481007243,Anise Inc,(212) 933-1487,21 Greene St,"New York, NY 10013",12YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/usm-u-schaerer-sons-inc-540147382,Usm U Schaerer Sons Inc,(212) 871-6375,28 Greene St,"New York, NY 10013",27YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/e-j-enterprises-451905245,E & J Enterprises,(917) 208-6750,100 Maiden Ln Apt 725,"New York, NY 10038",13YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/studio-m-11493624,Studio M,(212) 431-9343,399 Washington St,"New York, NY 10013",18YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/fossil-interior-468096274,Fossil Interior,(212) 219-2656,51 Wooster St,"New York, NY 10013",17YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/matter-11908851,Matter,(212) 343-2600,405 Broome St,"New York, NY 10013",15YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/interiology-516037605,Interiology,(212) 226-4707,476 Broome St,"New York, NY 10013",19YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/nuovo-melodrom-18751851,Nuovo Melodrom,(212) 219-0013,60 Greene St,"New York, NY 10012",35YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/cyrus-co-us-457299713,Cyrus Co Us,(212) 226-2364,57 Greene St,"New York, NY 10012",23YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/dialogica-3630664,Dialogica,(212) 966-1934,59 Greene St,"New York, NY 10012",34YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/apt-9288055,Apt,(212) 219-7550,61 Greene St,"New York, NY 10012",17YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/trt-home-inc-515462142,Trt Home Inc,(212) 925-6519,190 Elizabeth St,"New York, NY 10012",20YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/country-home-comfort-inc-465570928,Country Home & Comfort Inc,(212) 941-8681,110 Greene St,"New York, NY 10012",18YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/sino-america-international-corp-453374446,Sino America International Corp,(212) 431-4320,208 Bowery,"New York, NY 10012",23YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/style-by-annick-delorme-485503492,Style By Annick Delorme,(212) 219-0447,120 Wooster St Frnt A,"New York, NY 10012",18YEARSIN BUSINESS
https://www.yellowpages.com//new-york-ny/mip/ambienti-italia-new-york-inc-2410977,"Ambienti Italia New York, Inc.",(212) 255-0520,285 Spring St,"New York, NY 10013",22YEARSIN BUSINESS
